reviewid,label
16324,old flame
16295,sacred bones
16347,secretly canadian
16353,mad decent
16353,mishka
16308,ghost box
16327,stones throw
16352,rvng intl.
16341,hotflush
16350,relapse
16348,drag city
16349,slumberland
16345,profound lore
16337,vagrant
16337,ghostly
16334,columbia
16343,kranky
16346,self-released
16339,one little indian
16333,merge
16333,fire
16338,brownswood
16340,modular
16329,brainfeeder
16336,drag city
16326,sub pop
16332,virgin
16342,arts & crafts
16309,secret city
16335,matador
16312,delmore
16328,candlelight
16317,kanine
16330,hanson
16331,monkeytown
16248,domino
16320,touch
16325,bureau b
16313,hardly art
16307,constellation
16314,thrill jockey
16321,ipecac
16323,the noise company
16322,brick squad monopoly
16221,merge
16221,city slang
16306,important
16318,secretly canadian
16319,metal blade
16300,mexican summer
16304,slumberland
16315,editions mego
16316,fool's gold
16310,underwater peoples
16272,dirtnap
16297,mom & pop
16256,planet mu
16281,warp
16305,metal blade
16305,poison tongue
16291,saddle creek
16211,4ad
16211,arbutus
16294,ici d'ailleurs
16302,american
16299,relapse
16303,swill children
16277,sub pop
16280,1017 brick squad
16298,hall of
16298,breath of saltwater
16293,morr
16296,erased tapes
16292,hyperdub
16287,anti-
16284,finders keepers
16284,b-music
16289,prophecy
16285,partisan
16283,southern lord
16288,type
16290,self-released
16286,asa wa kuru
16282,slumberland
16252,fat possum
16264,magazine
16279,fiction
16278,memphis industries
16276,mexican summer
16276,software
16270,zef
16267,matador
16225,carpark
16273,kompakt
16275,thrill jockey
16261,mute
16238,smalltown supersound
16271,stones throw
16268,anti-
16269,ghostly
16255,astralwerks
16266,rca
16266,polo grounds
16262,young american
16263,underwater peoples
16254,melodic
16254,thee sheffield
16249,permanent vacation
16253,4ad
16257,pinkflag
16242,ghostly
16260,merge
16250,polyvinyl
16244,dead oceans
16245,woodsist
16247,type
16251,kanine
16246,duke
16230,rvng intl.
16239,domino
16239,double six
16231,dfa
16243,sacred bones
16227,anti-
16227,dbpm
16222,kranky
16189,fat cat
16240,flying nun
16241,50 weapons
16228,columbia
16209,drag city
16236,thrill jockey
16237,self-released
16232,m=maximal
16233,jagjaguwar
16234,cooking vinyl
16235,weird world
16229,sacred bones
16226,barsuk
16226,city slang
16226,jealous butcher
16223,interscope
16208,secretly canadian
16219,friends of friends
16224,dfa
16224,southern fried
16217,self-released
16216,top dawg
16220,history always favours the winners
16214,exile on mainstream
16218,warp
16215,dovecote
16199,greedhead
16213,merge
16213,fire
16212,rough trade
16210,hydra head
16142,strut
16197,warp
16207,vase
16202,munster
16200,drag city
16203,kompakt
16201,vagrant
16204,self-released
16198,epic
16205,wichita
16206,mie
16158,carpark
16190,self-released
16187,barsuk
16187,city slang
16168,decon
16191,northern spy
16183,columbia
16183,young turks
16196,luckyme
16193,rune grammofon
16195,self-released
16184,ninja tune
16194,ghostly
16178,polydor
16178,island def jam
16161,sanctuary
16147,profound lore
16192,self-released
16176,zoe
16176,rounder
16179,control group
16186,self-released
16188,southern lord
16185,group tightener
16180,null corporation
16174,self-released
16182,big dada
16181,fire
16177,self-released
16122,4ad
16170,self-released
16173,smalltown supersound
16173,olsen
16167,friends of friends
16136,de stijl
16172,
16175,clone
16171,self-released
16127,fabric
16159,jukboxr
16152,geffen
16138,shitkatapult
16146,self-released
16166,feeding tube
16169,rush hour
16162,geffen
16143,iron lung
16154,eglo
16165,escort
16117,infamous
16156,warner bros.
16156,think common
16163,modern love
16118,rhino handmade
16153,dull knife
16155,self-released
16160,neutral milk hotel
16157,diplomat
16137,omnivore
16125,greedhead
16150,ghostly
16148,italians do it better
16120,pias
16151,self-released
16144,jets international
16149,jagjaguwar
16139,r&s
16141,self-released
16133,warner bros.
16129,kiam
16123,nna tapes
16131,fire
16131,"guided by voices, inc."
16145,odd future
16132,fabric
16128,six degrees
16126,raster-noton
16134,self-released
16140,def jam
16140,corporate thugz
16130,southern lord
16124,now again
16119,kranky
16112,island
16075,mute
16116,clown & sunset
16111,rough trade
16110,self-released
16115,4ad
16114,ninja tune
16113,rostrum
16109,analog africa
16037,border community
16108,industrial
16094,elektra
16094,because
16099,planet mu
16101,post present medium
16106,goner
16102,def jam
16107,touch
16105,raven marching band
16100,work it baby
16095,caldo verde
16104,columbia
16097,psychic handshake
16096,fool's gold
16080,nna tapes
16089,mexican summer
16098,nonesuch
16074,glassnote
16084,dcide
16078,sacred bones
16066,new amsterdam
16092,dgc
16092,interscope
16092,shady
16092,ghet-o-vision
16081,cherry red
16087,rekids
16093,flying nun
16090,thrill jockey
16086,4ad
16083,infernal
16091,hideout
16079,100% silk
16088,drag city
16088,yoga
16077,virgin
16082,self-released
16085,iamsound
15972,light in the attic
16076,stones throw
16059,emi
16073,night slugs
16071,ghostly
16043,doomtree
16065,modular
16072,def jam
16070,goner
16050,numero group
16061,self-released
16069,moshi moshi
16069,apricot records
16062,hotflush
16013,in the red
16068,sargent house
16064,k-raa-k
16060,touch and go
16060,quarterstick
16067,anti-
16067,fish people
16053,slow motion soundz
16057,frenchkiss
16056,rvng intl.
16040,merok
16027,rhino
16063,smalltown supersound
16049,western vinyl
16052,honest jon's
16058,kanine
16047,chunklet
16054,self-released
16055,debemur morti
16046,tru thoughts
16051,all city
16041,xl
16036,arts & crafts
16036,wichita
16042,hybris
16042,acphale
16045,matador
16044,faitiche
16032,warner bros.
16032,irs
16024,lrg
16038,hydroshare.tv
15986,rush hour
16034,season of mist
16039,cash money
16039,universal republic
16039,young money entertainment
16033,planet mu
16029,dead oceans
16028,not not fun
16035,profound lore
16031,mexican summer
16031,software
16011,true panther
16020,ninja tune
16009,sargent house
16016,brainfeeder
16026,
16012,drag city
16025,xtra mile
16023,true panther
16019,slumberland
16019,wichita
16022,island
16014,domino
16017,m'lady's
16018,drag city
16021,uno
15999,pias
15999,sunday best
16010,decon
16010,re-up
16010,good
16005,warp
15976,self-released
16015,misfits
15998,4ad
15964,matador
16001,dfa
16007,r&s
16008,no pain in pop
16003,4ad
16002,warner bros.
16002,maybach
15952,ugly edits
15992,hippos in tanks
15995,constellation
16004,universal republic
15993,captured tracks
15983,dial
16006,hydra head
15921,drag city
16000,capitol
15975,hyperdub
15994,sublime frequencies
15997,fan death
15989,west palm beotch
15996,warner bros.
15991,!k7
15979,cascine
15980,scion a/v
15974,barsuk
15985,capitol
15987,fat beats
15990,metal blade
15988,captured tracks
15982,night slugs
15982,pmr
15970,merge
15969,dischord
15981,strange lane
15984,sacred bones
15968,smalltown supersound
15959,dust-to-digital
15959,revenant
15971,modern love
15977,
15965,partisan
15955,night slugs
15953,parlophone
15963,strut
15978,roadrunner
15960,fiction
15960,shangri-la music
15946,bureau b
15966,ed banger
15928,!k7
15967,permanent records
15947,half machine
15958,temporary residence
15961,anti-
15962,kanine
15954,hardly art
15924,fool house
15939,self-released
15957,ba da bing!
15940,constellation
15956,downtown
15948,fool's gold
15949,kill rock stars
15950,sub pop
15941,carpark
15894,sub pop
15951,underwater peoples
15951,chapter music
15938,tri angle
15943,mom & pop
15932,leaving
15942,asthmatic kitty
15884,dead oceans
15933,paw tracks
15918,domino
15944,sour mash
15937,warp
15945,planet mu
15935,in the red
15881,mute
15910,capitol
15936,profound lore
15925,fat cat
15909,stones throw
15911,true panther
15930,accidental
15934,polyvinyl
15919,rj's electrical connections
15931,temporary residence
15915,nonesuch
15922,thrill jockey
15926,asthmatic kitty
15927,wierd
15929,the end
15886,drag city
15914,island
15914,universal
15917,merge
15923,prosthetic
15920,labrador
15907,capitol
15907,pax-am
15908,lakeshore
15916,candlelight
15912,old flame
15913,temporary residence
15905,xl
15906,kranky
15903,thrill jockey
15901,kompakt
15896,young turks
15904,universal republic
15877,black acre
15902,tri angle
15888,boy better know
15898,brainfeeder
15900,island
15900,verve
15900,a&m
15887,columbia
15887,legacy
15899,domino
15899,double six
15893,pendu sound
15895,polyvinyl
15897,sacred bones
15885,late night tales
15892,kompakt
15890,de stijl
15891,frenchkiss
15874,warp
15889,merge
15812,service
15858,hippos in tanks
15883,moodmusic
15878,interscope
15878,cherrytree
15876,constellation
15867,monkeytown
15859,fat cat
15882,history always favours the winners
15880,reprise
15845,bad blood
15879,columbia
15879,roc nation
15872,nerveland
15875,editions mego
15873,fat possum
15873,lefse
15864,mishka
15871,not not fun
15861,tompkins square
15868,williams street
15851,sub pop
15865,relapse
15847,stones throw
15869,bloodshot
15869,sin
15860,warp
15854,geffen
15866,roadrunner
15862,emi
15863,underwater peoples
15853,marshall teller
15856,dbpm
15857,domino
15855,editions mego
15846,hardly art
15839,slumberland
15835,southern lord
15848,4ad
15801,mississippi
15801,global jukebox
15841,fat possum
15832,glacial movements
15850,secretly canadian
15850,service
15840,bananastan
15852,one handed
15838,world circuit
15849,planet mu
15830,fabric
15844,trouble in mind
15843,slumberland
15829,lex
15828,mute
15814,one little indian
15837,anticon
15836,mute
15825,sub pop
15831,suicide squeeze
15827,ghost ramp
15834,hometapes
15818,slumberland
15818,bella union
15826,green owl
15833,friendly fire
15822,greedhead
15807,frenchkiss
15807,moshi moshi
15821,fxhe
15823,moshi moshi
15799,hozac
15817,mom & pop
15817,static tongues
15805,self-released
15819,swtbrds
15824,salvo
15804,sleeping giant glossolalia
15798,merge
15820,datpiff.com
15803,nettwerk
15809,kranky
15809,erased tapes
15816,rvng intl.
15813,4ad
15810,sub pop
15810,rock action
15815,handmade birds
15793,warp
15793,terrible
15808,ribbon music
15811,true panther
15785,carpark
15806,sargent house
15802,we three
15787,barsuk
15797,ecm
15800,salvo
15800,zzt
15796,nonesuch
15789,sorry state
15749,samples 'n' seconds
15792,radio killa
15724,profound lore
15795,sub rosa
15784,
15794,v2
15790,kompakt
15757,barsuk
15757,memphis industries
15788,sub pop
15751,no pain in pop
15751,arbutus
15791,jagjaguwar
15783,dfa
15779,acphale
15782,hardly art
15782,almost musique
15781,4ad
15776,ghostly
15758,brainfeeder
15774,loose lips
15778,sockets
15765,fat possum
15765,boiled egg
15775,hardly art
15773,merge
15761,warner bros.
15764,sacred bones
15777,digitalis
15772,50 weapons
15723,v2
15723,universal
15763,self-released
15721,anticon
15769,surfdog
15771,drag city
15771,sun ark
15770,cash money
15770,universal motown
15770,young money entertainment
15756,sub pop
15762,columbia
15762,arista
15762,legacy
15768,empty cellar
15740,gold metal
15766,tri angle
15759,dgc
15759,interscope
15767,anti-
15748,mexican summer
15750,paper bag
15753,fool's gold
15745,vagrant
15722,domino
15752,self-released
15760,sacred bones
15754,self-released
15747,bella union
15714,thrill jockey
15744,hardly art
15755,lefse
15755,souterrain transmissions
15746,sub pop
15735,captured tracks
15742,new west
15741,bt
15741,monotype
15726,western vinyl
15733,secretly canadian
15739,warner bros.
15738,frenchkiss
15743,sub pop
15730,smalltown supersound
15736,matador
15736,domino
15731,iamsound
15732,spv
15737,ninja tune
15734,cascine
15710,three lobed
15697,polyvinyl
15727,fat cat
15728,jagjaguwar
15729,fargo
15725,def jam
15725,roc-a-fella
15725,roc nation
15717,4 men with beards
15698,friends of friends
15718,hometapes
15720,dynamic tension
15707,astralwerks
15706,decon
15704,double six
15659,drag city
15719,sacred bones
15708,fire
15700,merge
15711,elusive
15709,!k7
15716,because
15716,phantasy
15715,pompeii
15667,bark and hiss
15667,wagon
15713,idaho music
15713,talitres
15713,and
15712,ghost box
15702,downtown
15702,kitsun
15702,cooperative
15670,drag city
15703,constellation
15658,interscope
15658,zone 4 inc.
15692,kompakt
15694,island
15691,capitol
15693,"guided by voices, inc."
15705,sacred bones
15701,hippos in tanks
15683,datpiff.com
15683,illroots
15683,the cmsn
15696,digitalis
15680,sunyata
15681,captured tracks
15558,what's your rupture?
15558,fortuna pop!
15646,thrill jockey
15674,jagjaguwar
15687,e1
15699,very friendly
15699,101 distribution
15690,anti-
15695,ojet
15688,merge
15688,fire
15685,warp
15632,brushfire
15689,streamline
15666,rhymesayers
